Feature;Average TF-IDF Score
ka;0.0007424102277974874
mile;0.0007424102277974874
sincerely;0.000742342334829024
king;0.0007417086949598488
seriously;0.0007406361507706378
robin;0.0007406361507706378
moly;0.0007406361507706378
holy;0.0007406361507706378
oriel;0.0007406361507706378
gallery;0.0007406361507706378
peanut;0.0007406361507706378
chime;0.0007406361507706378
upselling;0.0007404093240138701
idiot;0.0007404093240138701
produce;0.0007370869341440961
agility;0.0007370869341440961
all;0.0007361812042409913
surely;0.0007361812042409913
exist;0.0007359188407014377
child;0.00073462319088872
lawyer;0.0007295731069072776
examples;0.0007238321591954385
synthesize;0.0007238321591954385
superior;0.0007238321591954385
protein;0.0007238321591954385
identify;0.0007238321591954385
folding;0.0007238321591954385
cancer;0.0007238321591954385
mainly;0.0007230645665721317
active;0.0007218754249089166
express;0.0007218754249089166
likely;0.0007216153842723555
american;0.0007209625031096331
bird;0.0007209625031096331
farming;0.0007209625031096331
fee;0.0007209625031096331
agent;0.0007203890042821326
skynet;0.0007196116304222837
kill;0.0007196116304222837
warning;0.0007196116304222837
overall;0.0007180055516206913
flaw;0.000717474347962951
nearly;0.0007144089861892822
commit;0.0007118102780919592
assist;0.0007118102780919592
decision;0.0007091669659601462
bos;0.0007091669659601462
hack;0.0007060506507164443
boob;0.0007060506507164443
blow;0.0007060506507164443
nose;0.0007060506507164443
curve;0.0007008261101584695
exponential;0.0007008261101584695
ready;0.0006989402173317645
hu;0.0006968605147509596
tm;0.0006968605147509596
bhi;0.0006968605147509596
present;0.000694627615462421
creatives;0.0006941426704264056
currently;0.0006941426704264056
suppose;0.0006919147885954292
autonomous;0.0006903870111837927
vehicle;0.0006903870111837927
prediction;0.0006900600894908413
truth;0.0006887417788244133
lord;0.0006878026557285709
bible;0.0006878026557285709
havoc;0.0006878026557285709
demon;0.0006878026557285709
reek;0.0006878026557285709
heroine;0.0006870615117293367
glass;0.0006870615117293367
significant;0.0006870615117293367
female;0.0006870615117293367
handle;0.0006784999127842078
automobile;0.0006732054630360139
rid;0.0006716164723898541
dollar;0.0006716164723898541
walmart;0.0006716164723898541
checkout;0.0006716164723898541
monkey;0.0006706217284086968
dumb;0.0006706217284086968
destroyer;0.0006706217284086968
account;0.0006704065632790853
communism;0.0006704065632790853
regulate;0.0006681272122733606
threat;0.0006681272122733606
bum;0.0006681272122733606
slow;0.0006661236391254371
lesson;0.0006647963165272441
useful;0.0006647963165272441
japan;0.0006647963165272441
cnc;0.000660353292033027
auto;0.000660353292033027
shortage;0.000660353292033027
space;0.000660353292033027
everywhere;0.000660353292033027
machinist;0.000660353292033027
manage;0.0006599441108166677
verify;0.0006599245960327613
left;0.0006589056508661115
rightly;0.0006589056508661115
stable;0.0006589056508661115
return;0.0006589056508661115
orwell;0.0006585774046949783
jamison;0.0006585774046949783
quote;0.0006585774046949783
borg;0.0006585774046949783
assimilate;0.0006585774046949783
activity;0.0006585774046949783
complexity;0.0006585774046949783
devolve;0.0006585774046949783
futile;0.0006585774046949783
resistance;0.0006585774046949783
approach;0.0006576861009161291
sub;0.0006565417635960545
subscriber;0.0006565417635960545
fair;0.0006565417635960545
combo;0.0006545932830528706
extra;0.0006545932830528706
magnitude;0.0006545932830528706
sequel;0.0006500315122402794
elysium;0.0006500315122402794
th;0.0006500315122402794
slice;0.0006500315122402794
billionth;0.0006500315122402794
fancy;0.0006483701393243756
del;0.0006483701393243756
solely;0.0006473772978587442
equitable;0.0006473772978587442
middle;0.0006469791148338977
meet;0.0006449685874111941
equation;0.0006446779517153915
challenge;0.0006396810992776591
land;0.0006369021041498987
pension;0.0006368628480331242
shareholder;0.0006358168078056245
that;0.0006358168078056245
potentially;0.0006345650783101615
fitter;0.0006336360365813902
jib;0.0006336360365813902
welder;0.0006336360365813902
masonry;0.0006336360365813902
pipe;0.0006336360365813902
drywaller;0.0006336360365813902
player;0.0006309658456091462
weaken;0.0006309658456091462
promised;0.0006309658456091462
lawsuit;0.0006309658456091462
deliver;0.0006309658456091462
major;0.0006309658456091462
fabricate;0.0006303072860762274
malfunction;0.0006303072860762274
lld;0.0006303072860762274
facility;0.0006303072860762274
allegedly;0.0006303072860762274
correctly;0.0006303072860762274
university;0.0006288085135126831
bore;0.0006288085135126831
offer;0.0006288085135126831
chatty;0.0006288085135126831
minimum;0.0006284909377037346
logic;0.0006282463497809661
fed;0.0006270631646202284
stay;0.0006270631646202284
deflation;0.0006270631646202284
permanently;0.0006270631646202284
tamer;0.0006186938825197718
surge;0.0006186938825197718
keeper;0.0006186938825197718
reasoning;0.0006152199701196612
cheating;0.0006152199701196612
average;0.0006152199701196612
aka;0.0006152199701196612
deductive;0.0006152199701196612
regulation;0.0006152199701196612
thus;0.0006116443464223095
bounce;0.0006107007472270089
phenomenon;0.0006107007472270089
global;0.0006107007472270089
bullish;0.0006107007472270089
poland;0.0006107007472270089
quickly;0.0006107007472270089
productivity;0.0006098685620233373
band;0.0006090807707717648
flood;0.0006085753398358611
distant;0.0006085753398358611
low;0.0006085753398358611
writer;0.0006085753398358611
though;0.0006085753398358611
sit;0.0006045004026346503
enter;0.0006040918775845026
industrial;0.000601532446911302
fallacy;0.0006007922696871454
millionaire;0.0006007922696871454
sleep;0.0006007922696871454
reproduce;0.0006007922696871454
radio;0.0006003422822709275
station;0.0006003422822709275
ye;0.0006003422822709275
drop;0.0006003422822709275
wisdom;0.0005972109846448096
economical;0.0005913470835729783
demonstration;0.0005913470835729783
crap;0.0005913470835729783
hardship;0.0005913470835729783
shenanigan;0.0005913470835729783
headache;0.0005913470835729783
expect;0.0005897760405765763
music;0.0005887748693522113
collar;0.0005872109898486729
hallucinate;0.0005872109898486729
ball;0.0005851803727060044
pursuit;0.0005839444229829937
frost;0.0005839444229829937
pleasure;0.0005839444229829937
fairness;0.0005839444229829937
jack;0.0005839444229829937
astonish;0.0005839444229829937
exceptional;0.0005839444229829937
possibility;0.0005803887611555782
closer;0.0005762580257265562
distracting;0.0005762580257265562
impression;0.0005762580257265562
shower;0.0005762580257265562
massive;0.0005762060632664033
grant;0.0005735120429368299
performance;0.0005717017495707796
devastation;0.0005665531017436529
atomic;0.0005665531017436529
bomb;0.0005665531017436529
concept;0.0005657059462362956
feed;0.0005604165615819168
transport;0.0005602042225053153
sadly;0.0005588278346744724
forklifts;0.0005588278346744724
forklift;0.0005588278346744724
crisis;0.0005583585161958606
unaffordable;0.0005583585161958606
poppet;0.0005549194834345233
sin;0.0005549194834345233
ego;0.0005549194834345233
terminators;0.0005549194834345233
awaken;0.0005549194834345233
devilish;0.0005549194834345233
large;0.0005528639951006483
locally;0.0005506435189372384
smoke;0.0005506435189372384
tune;0.0005506435189372384
screen;0.0005506435189372384
beach;0.0005506435189372384
stroll;0.0005506435189372384
cut;0.0005506435189372384
blunt;0.0005506435189372384
front;0.0005506435189372384
caption;0.0005496182192509016
effective;0.0005496182192509016
excessive;0.0005496182192509016
simplify;0.0005496182192509016
generator;0.0005496182192509016
color;0.0005445424866404262
working;0.0005445424866404262
diverse;0.0005445424866404262
male;0.0005445424866404262
request;0.000543592376258379
fill;0.000543592376258379
digitize;0.000543592376258379
mess;0.000543592376258379
automatically;0.000543592376258379
hello;0.000543592376258379
amount;0.0005435415084603576
correspond;0.0005435415084603576
how;0.0005435415084603576
unable;0.0005432646152549478
budget;0.0005432646152549478
miss;0.0005432646152549478
grocery;0.0005432646152549478
homeschooling;0.0005432646152549478
night;0.0005432646152549478
purge;0.0005430180407581664
rest;0.0005430180407581664
daughter;0.0005430180407581664
meanwhile;0.0005430180407581664
weed;0.0005430180407581664
embed;0.0005430180407581664
tough;0.0005430180407581664
transition;0.0005413360293568695
net;0.0005410965316532708
relax;0.0005394221141846262
hurry;0.0005394221141846262
peaceful;0.0005394221141846262
tire;0.0005394221141846262
accomplish;0.0005394221141846262
interaction;0.0005385481580927219
streamline;0.0005365769999907445
engagement;0.0005365769999907445
audience;0.0005365769999907445
core;0.0005365769999907445
decide;0.0005351461695473566
anyway;0.0005351461695473566
burn;0.000534058560704298
badly;0.000534058560704298
academical;0.000534058560704298
disastrous;0.000534058560704298
explode;0.000534058560704298
implementation;0.0005329157135022682
downside;0.0005322373919637674
brave;0.0005322373919637674
refuse;0.0005322373919637674
heart;0.0005317512985371304
voice;0.0005312174283356814
qualify;0.0005304852540471011
vertical;0.0005304852540471011
hvac;0.0005264639428726411
pic;0.0005264639428726411
atrade;0.0005264639428726411
nuance;0.00052469840138673
enthusiasm;0.00052469840138673
curator;0.00052469840138673
raw;0.00052469840138673
aside;0.00052469840138673
common;0.0005215381804056713
intervention;0.0005204861744173966
involve;0.0005204861744173966
competency;0.0005204861744173966
oversight;0.0005204861744173966
accept;0.0005204861744173966
megawatt;0.000519080167028668
harness;0.000519080167028668
moore;0.000519080167028668
beside;0.000519080167028668
terawatts;0.000519080167028668
custom;0.0005123948053289735
image;0.0005123948053289735
essay;0.0005123948053289735
novel;0.0005123948053289735
fraction;0.0005123948053289735
relation;0.0005109615914534591
related;0.0005109615914534591
recruiter;0.0005109615914534591
wreck;0.0005109615914534591
consultant;0.0005109615914534591
poverty;0.0005108282253927939
willing;0.0005086184709792023
spending;0.0005086184709792023
mindset;0.0005086184709792023
careful;0.0005086184709792023
claim;0.0005086184709792023
usage;0.0005086184709792023
advisor;0.0005086184709792023
retail;0.0005074531629204856
subside;0.0005058281175782642
apple;0.0005058281175782642
accordingly;0.0005027877344455107
collective;0.0005027877344455107
pure;0.0005027877344455107
merges;0.0005027877344455107
mr;0.0005027877344455107
interact;0.0005027844970717907
manufacture;0.0005027844970717907
innovative;0.0005027844970717907
jobless;0.0005027844970717907
asshole;0.0005010156179115782
rather;0.0005010156179115782
raise;0.0005010156179115782
hierarchy;0.0005010156179115782
collect;0.0005003540244296574
condition;0.0005001604764162382
individual;0.0005001604764162382
complicate;0.0005001604764162382
perhaps;0.0004999099896643446
total;0.0004999099896643446
gradually;0.0004999099896643446
decades;0.0004999099896643446
luck;0.0004821208008242622
basement;0.0004821208008242622
wake;0.0004821208008242622
party;0.0004776471360248431
vice;0.00047684704949309986
duhhh;0.00047684704949309986
protector;0.00047684704949309986
leech;0.00047684704949309986
bigot;0.00047684704949309986
pusher;0.00047684704949309986
structure;0.00047684704949309986
seat;0.00047684704949309986
propaganda;0.00047684704949309986
bull;0.00047684704949309986
conscious;0.00047523795554280985
story;0.00046469045572708614
catch;0.00046469045572708614
ineptly;0.00046469045572708614
mud;0.0004645736765006397
nazi;0.0004645736765006397
ancestor;0.0004643841005019755
pollution;0.0004643841005019755
hypothetically;0.0004643841005019755
technically;0.0004643841005019755
embrace;0.00045864589744493443
appreciate;0.00045864589744493443
applicable;0.00045864589744493443
trash;0.00044423184955056267
rank;0.00044423184955056267
marketplace;0.00044423184955056267
organization;0.00044423184955056267
theorize;0.00044423184955056267
spillover;0.00044423184955056267
aim;0.00044423184955056267
freaky;0.00044423184955056267
useless;0.00044423184955056267
bet;0.00044423184955056267
nowadays;0.000443143966827544
foundation;0.000443143966827544
microsoft;0.000443143966827544
authority;0.000443143966827544
regard;0.000443143966827544
indication;0.000443143966827544
fault;0.0004424784727630111
null;0.00043038900751735874
stateless;0.00043038900751735874
achieve;0.00043038900751735874
premium;0.00042930176097128456
license;0.00042930176097128456
mason;0.00042930176097128456
unfortunately;0.00042629893197300504
percent;0.00042629893197300504
earnings;0.00042629893197300504
intent;0.00042511467968283864
coder;0.00042511467968283864
innovate;0.0004180042550378305
locus;0.0004180042550378305
together;0.0004180042550378305
rugged;0.0004180042550378305
individualism;0.0004180042550378305
competition;0.0004180042550378305
outwork;0.0004180042550378305
internal;0.0004180042550378305
viable;0.0004162905858177566
community;0.0004162905858177566
hairdresser;0.0004162905858177566
bartender;0.0004162905858177566
connection;0.0004162905858177566
plummeting;0.0004162905858177566
mention;0.0004162905858177566
foster;0.0004162905858177566
stride;0.0004162905858177566
client;0.0004162905858177566
hardware;0.0004162905858177566
qualitatively;0.0004162905858177566
sticky;0.00041307554285290195
price;0.00041307554285290195
observe;0.00041307554285290195
dwindling;0.00041307554285290195
consumer;0.00041307554285290195
previously;0.00041147190059830866
inherent;0.00041147190059830866
legit;0.00041147190059830866
exploit;0.00041147190059830866
easily;0.00041147190059830866
satisfy;0.00041096950996067944
procedure;0.00041096950996067944
professor;0.00041096950996067944
borrow;0.00041096950996067944
permit;0.00041096950996067944
cite;0.00041096950996067944
runtime;0.00041096950996067944
assignment;0.00041096950996067944
plagiarize;0.00041096950996067944
presentation;0.00041096950996067944
hustle;0.00040446328242587883
practical;0.00040446328242587883
upskill;0.00040446328242587883
reliable;0.00040446328242587883
youtube;0.00040446328242587883
decent;0.00040446328242587883
unpractical;0.00040446328242587883
occupy;0.00040446328242587883
academic;0.00040446328242587883
side;0.00040446328242587883
bridge;0.0003992112070702461
chore;0.0003992112070702461
coordinated;0.0003992112070702461
carry;0.0003992112070702461
refine;0.0003992112070702461
manner;0.0003992112070702461
endgame;0.0003992112070702461
capability;0.000396205814410838
displacement;0.000396205814410838
multitude;0.000396205814410838
uncertainty;0.000396205814410838
advent;0.000396205814410838
issue;0.000396205814410838
spark;0.000396205814410838
technological;0.000396205814410838
similarly;0.000396205814410838
unsettling;0.000396205814410838
unique;0.000396205814410838
sew;0.000396205814410838
lack;0.000396205814410838
suggest;0.00039522188088782884
disposable;0.00039522188088782884
collapse;0.0003924867592736615
coat;0.0003924867592736615
desk;0.0003924867592736615
sugar;0.0003924867592736615
workforce;0.0003924867592736615
capacity;0.0003924867592736615
majority;0.0003924867592736615
little;0.00038955053956664647
limited;0.00038955053956664647
define;0.00038955053956664647
parameter;0.00038955053956664647
commercial;0.00038955053956664647
safely;0.00038955053956664647
reduced;0.00038955053956664647
interpretation;0.00038955053956664647
puppet;0.0003887870302363548
ambition;0.0003887870302363548
livelihood;0.0003887870302363548
continuously;0.0003887870302363548
place;0.0003887870302363548
bombard;0.0003887870302363548
corporate;0.0003887870302363548
shake;0.0003887870302363548
cushy;0.0003886448352529375
limit;0.0003886448352529375
alternative;0.0003886448352529375
sake;0.0003886448352529375
behind;0.0003886448352529375
decay;0.00038233956023321023
wither;0.00038233956023321023
beg;0.00038233956023321023
aspire;0.00038233956023321023
immortal;0.00038233956023321023
cling;0.00038233956023321023
blessed;0.00038233956023321023
moment;0.00038233956023321023
disgust;0.00038233956023321023
certainty;0.00038233956023321023
temple;0.00038233956023321023
strength;0.00038233956023321023
biomass;0.00038233956023321023
steel;0.00038233956023321023
weakness;0.00038233956023321023
crude;0.00038233956023321023
purity;0.00038233956023321023
messiah;0.00038233956023321023
crave;0.00038233956023321023
definition;0.00038088924394091785
isolate;0.00038088924394091785
asses;0.00038088924394091785
statement;0.00038088924394091785
research;0.00038088924394091785
asi;0.00038088924394091785
category;0.00038088924394091785
obsession;0.00037079668435409174
growth;0.00037079668435409174
sum;0.00037079668435409174
psychosis;0.00037079668435409174
countless;0.00037079668435409174
post;0.00037079668435409174
sociopath;0.00037079668435409174
fight;0.00036752392061768763
amazon;0.00036752392061768763
daily;0.00036752392061768763
assumption;0.00036752392061768763
mercedes;0.00036752392061768763
example;0.00036752392061768763
film;0.0003470713352132028
finance;0.0003470713352132028
bing;0.0003470713352132028
backward;0.0003470713352132028
dramatically;0.0003470713352132028
gaming;0.0003470713352132028
bottom;0.0003470713352132028
design;0.0003470713352132028
photo;0.0003470713352132028
imagination;0.00034542021150168236
unknown;0.00034542021150168236
capitalist;0.00034542021150168236
wrap;0.00034542021150168236
dependent;0.00034542021150168236
native;0.00034542021150168236
memory;0.00034542021150168236
fade;0.00034542021150168236
revere;0.00034542021150168236
ancient;0.00034542021150168236
civilization;0.00034542021150168236
sacred;0.00034542021150168236
intuition;0.00034542021150168236
decipher;0.00034542021150168236
technique;0.00034542021150168236
andrew;0.00034519350559189635
poorer;0.00034519350559189635
uber;0.00034519350559189635
rail;0.00034519350559189635
lyft;0.00034519350559189635
automated;0.00034519350559189635
choice;0.00034519350559189635
dash;0.00034519350559189635
yang;0.00034519350559189635
just;0.00033485658548720366
salad;0.00033485658548720366
filler;0.00033485658548720366
paradigm;0.00033485658548720366
dexterity;0.00033485658548720366
familiar;0.00033485658548720366
roster;0.00033485658548720366
utilize;0.00033485658548720366
proficiency;0.00033485658548720366
various;0.00033485658548720366
malevolent;0.00033485658548720366
infrastructure;0.00032884305045806453
accessible;0.00032884305045806453
accrue;0.00032884305045806453
select;0.00032884305045806453
reconsider;0.00032884305045806453
inflate;0.00032884305045806453
beneficial;0.00032884305045806453
necessitates;0.00032884305045806453
unsustainable;0.00032884305045806453
centric;0.00032884305045806453
cluster;0.00032884305045806453
gpus;0.00032884305045806453
promise;0.00032884305045806453
extensive;0.00032884305045806453
contradict;0.00032884305045806453
inclusive;0.00032884305045806453
empower;0.00032884305045806453
slower;0.00032884305045806453
primarily;0.00032884305045806453
daron;0.0003241850696621878
century;0.0003241850696621878
inequality;0.0003241850696621878
arise;0.0003241850696621878
et;0.0003241850696621878
employer;0.0003241850696621878
al;0.0003241850696621878
acemoglu;0.0003241850696621878
compositional;0.0003241850696621878
buggy;0.0003225486391414153
integrate;0.0003225486391414153
widespread;0.0003225486391414153
facilitate;0.0003225486391414153
whip;0.0003225486391414153
legislation;0.0003225486391414153
pc;0.0003225486391414153
speed;0.0003225486391414153
steroid;0.0003225486391414153
unrecognizable;0.0003225486391414153
enormous;0.0003225486391414153
apart;0.0003225486391414153
destruction;0.0003225486391414153
ten;0.0003225486391414153
vanish;0.0003225486391414153
bjp;0.0003184314240165621
state;0.0003184314240165621
congress;0.0003184314240165621
monthly;0.0003184314240165621
excited;0.0003142454688518673
checker;0.0003142454688518673
charge;0.0003142454688518673
recently;0.0003142454688518673
impressed;0.0003142454688518673
arm;0.0003142454688518673
leg;0.0003142454688518673
disgruntled;0.0003142454688518673
mcdonald;0.0003142454688518673
demeanor;0.0003142454688518673
speak;0.0003142454688518673
flawless;0.0003142454688518673
burnout;0.00029360549492433644
certain;0.00029360549492433644
qa;0.00029360549492433644
existence;0.00029360549492433644
breakthrough;0.00029360549492433644
technician;0.00029360549492433644
validate;0.00029360549492433644
score;0.00029360549492433644
blue;0.00029360549492433644
worthless;0.00029360549492433644
empathy;0.00029360549492433644
irobot;0.00029360549492433644
trouble;0.00029219798753664025
christ;0.00029219798753664025
receive;0.00029219798753664025
preaching;0.00029219798753664025
device;0.00029219798753664025
implant;0.00029219798753664025
spirit;0.00029219798753664025
soul;0.00029219798753664025
master;0.00029219798753664025
inevitable;0.0002867560214684149
innovation;0.0002867560214684149
invention;0.0002867560214684149
wave;0.0002867560214684149
tab;0.0002867560214684149
water;0.0002867560214684149
setting;0.0002815399621135825
dance;0.0002815399621135825
patient;0.0002815399621135825
essentially;0.0002815399621135825
acting;0.0002815399621135825
perspective;0.0002815399621135825
obvious;0.0002815399621135825
third;0.0002815399621135825
sport;0.0002815399621135825
position;0.0002815399621135825
special;0.0002815399621135825
massage;0.0002815399621135825
elderly;0.0002815399621135825
health;0.0002815399621135825
physiotherapy;0.0002815399621135825
ballet;0.0002815399621135825
theater;0.0002815399621135825
chiropractic;0.0002815399621135825
opera;0.0002815399621135825
interested;0.00028129385121466744
dotdotdot;0.00028129385121466744
analogy;0.00028129385121466744
contribute;0.00028129385121466744
specificism;0.00028129385121466744
dive;0.00028129385121466744
exchange;0.00028129385121466744
precious;0.00028129385121466744
switch;0.00028129385121466744
consult;0.00028033550203509166
transform;0.00028033550203509166
eliminate;0.00028033550203509166
card;0.00028033550203509166
increased;0.00028033550203509166
partnership;0.00028033550203509166
scope;0.00028033550203509166
operational;0.00028033550203509166
scm;0.00028033550203509166
comprehend;0.00028033550203509166
entirely;0.00028033550203509166
description;0.00028033550203509166
others;0.00028033550203509166
handful;0.00028033550203509166
excellence;0.00028033550203509166
directly;0.00028033550203509166
thrown;0.00028033550203509166
actual;0.00028033550203509166
vc;0.00028033550203509166
insult;0.0002755315318913833
disrespect;0.0002755315318913833
fulfillment;0.0002755315318913833
physically;0.0002755315318913833
motivated;0.0002755315318913833
profession;0.0002755315318913833
official;0.0002755315318913833
abuse;0.0002755315318913833
bereavement;0.0002755315318913833
fresh;0.0002755315318913833
proper;0.0002755315318913833
student;0.0002755315318913833
pupil;0.0002755315318913833
grow;0.0002755315318913833
ill;0.0002755315318913833
blame;0.0002755315318913833
threaten;0.0002755315318913833
principle;0.0002755315318913833
mannered;0.0002755315318913833
battle;0.0002755315318913833
joy;0.0002755315318913833
bash;0.0002755315318913833
newly;0.0002755315318913833
compute;0.0002755315318913833
pull;0.00026145187320901605
quick;0.00026145187320901605
yuppie;0.00026145187320901605
mistake;0.00026145187320901605
semi;0.00026145187320901605
nowhere;0.00026145187320901605
cloud;0.00025541411269639695
city;0.00025541411269639695
sotheby;0.00025541411269639695
nots;0.00025541411269639695
globally;0.00025541411269639695
divide;0.00025541411269639695
amazement;0.00025541411269639695
uppermost;0.00025541411269639695
auction;0.00025541411269639695
isolated;0.00025541411269639695
part;0.00025541411269639695
afar;0.00025541411269639695
whilst;0.00025541411269639695
panorama;0.0002529140587891321
actualize;0.0002529140587891321
assistant;0.0002529140587891321
neurological;0.0002529140587891321
vast;0.0002529140587891321
contentedness;0.0002529140587891321
eye;0.0002529140587891321
tiktoks;0.0002529140587891321
sx;0.0002529140587891321
vision;0.0002529140587891321
gently;0.0002529140587891321
headset;0.0002529140587891321
inject;0.0002529140587891321
prove;0.0002529140587891321
activate;0.0002529140587891321
message;0.0002529140587891321
pm;0.0002529140587891321
mechanism;0.0002529140587891321
twitch;0.0002529140587891321
reaction;0.0002529140587891321
connect;0.0002529140587891321
sedate;0.0002529140587891321
specialized;0.00024012966809404418
oversee;0.00024012966809404418
norm;0.00024012966809404418
interface;0.00024012966809404418
qualification;0.00024012966809404418
ethic;0.00024012966809404418
intelligent;0.00024012966809404418
integrator;0.00024012966809404418
upcoming;0.00024012966809404418
dangerous;0.00024012966809404418
mechanical;0.00024012966809404418
commercialize;0.00024012966809404418
enterprise;0.00024012966809404418
potential;0.00024012966809404418
fix;0.00024012966809404418
datasets;0.00024012966809404418
ethical;0.00024012966809404418
age;0.00024012966809404418
robots;0.00024012966809404418
youtuber;0.00023228683825031986
aage;0.00023228683825031986
jake;0.00023228683825031986
chat;0.00023228683825031986
popeye;0.00023228683825031986
pas;0.00023228683825031986
koi;0.00023228683825031986
kidney;0.00023228683825031986
key;0.00023228683825031986
coding;0.00023228683825031986
kay;0.00023228683825031986
jo;0.00023228683825031986
ek;0.00023228683825031986
itn;0.00023228683825031986
sab;0.00023228683825031986
dar;0.00023228683825031986
legta;0.00023228683825031986
copilot;0.00023228683825031986
sky;0.00023228683825031986
ilia;0.00023228683825031986
mana;0.00023228683825031986
bid;0.00023228683825031986
hut;0.00023228683825031986
beau;0.00023228683825031986
beat;0.00023228683825031986
tier;0.00023228683825031986
asia;0.00023228683825031986
hero;0.00023228683825031986
delhi;0.00023228683825031986
nevada;0.00023228683825031986
dull;0.00021519450375867937
alignment;0.00021519450375867937
kurt;0.00021519450375867937
measurable;0.00021519450375867937
exhaust;0.00021519450375867937
intentionally;0.00021519450375867937
faith;0.00021519450375867937
handicap;0.00021519450375867937
friction;0.00021519450375867937
adopt;0.00021519450375867937
moot;0.00021519450375867937
comparing;0.00021519450375867937
controlled;0.00021519450375867937
understanding;0.00021519450375867937
safety;0.00021519450375867937
afterlife;0.00021519450375867937
replicate;0.00021519450375867937
cobain;0.00021519450375867937
weight;0.00021519450375867937
predates;0.00021519450375867937
defeat;0.00021519450375867937
package;0.00015921571200828104
casteism;0.00015921571200828104
gh;0.00015921571200828104
ght;0.00015921571200828104
divided;0.00015921571200828104
uk;0.00015921571200828104
ugh;0.00015921571200828104
hit;0.00015921571200828104
bhy;0.00015921571200828104
smk;0.00015921571200828104
smh;0.00015921571200828104
indian;0.00015921571200828104
usa;0.00015921571200828104
politically;0.00015921571200828104
rupee;0.00015921571200828104
dr;0.00015921571200828104
dtg;0.00015921571200828104
modi;0.00015921571200828104
ddd;0.00015921571200828104
kingdom;0.00015921571200828104
province;0.00015921571200828104
lmk;0.00015921571200828104
lac;0.00015921571200828104
lakh;0.00015921571200828104
mk;0.00015921571200828104
